id,content,label
809,She's acting all extra y todo just because she got that promotion,1
413,"No, that is all for now",1
1749,The conference room needs to be booked for next Thursday's meeting,1
725,uh huh mhm and then the part where everyone was,0
1259,"Thanks so much for stepping in. I was about to lose it. Yes, this is all the information I need. Thanks. Goodbye",1
363,Looking at the error message it seems like the uh when it tries to,0
689,uh huh and then what was that thing you mentioned,0
460,Hi there. Can you help me find a restaurant in the centre,1
1191,did someone already update the documentation for the new,0
1844,glad we covered all the necessary information and now I'm wondering,0
655,mmhm yeah and when you were saying bout the way that,0
1065,What's in the combo meal? The lunch combo meal for $15.99,1
369,"Change the port to 3000- actually, make it port 3001",1
1483,when I checked the system did you see the error there was something wrong with,0
1418,"Could someone check if the-- great, the gym equipment's all set up now",1
1604,We currently have 892 active subscribers on our platform,1
230,"I-I'm feeling really, really excited about this new job opportunity",1
1805,the way they handled the situation wasnt it just,0
1965,cant do the west one,1
1518,the documentary about deep sea creatures ... really changed my perspective on ocean conservation,1
470,"Ugh, fine - I'll clean my room and do the dishes right now",1
313,I'm trying to remember who was supposed to uh which person was going to,0
737,"Oh right, right, just like what happened last summer",1
295,i think john no james is the one who handles the uh technical support requests,1
754,considering a moderately priced guesthouse but maybe something a little,0
1429,think thats all for now,1
1407,The teacher was saying something about the final project and,0
620,aint nobody ever seen anythin like what happened at the game,1
1969,under the table,1
1631,Your package weighing 12.4 kg will cost $78.50 to ship,1
964,"I'll need your signature, your DIGITAL signature by EOD",1
45,"I don't need a reservation, I just need the postcode",1
623,I need to go to Peterborough on Tuesday please,1
60,you know i only have a ten so,0
1955,she definitely knows about the surprise party doesnt she,1
100,I need a taxi to take me to Pipasha Restaurant to leave after 01:45,1
378,I need that reference number to confirm my,0
1448,I think we should definitely yeah but go to the beach this weekend since the weather will be perfect,1
1365,"The final exam schedule was-- actually, they just posted it on the portal",1
1776,concerning the feedback from users havent you noticed how,0
344,"The API key expires in May- I mean April 2025, actually",1
550,Gonna hafta ask my sis if she wants to come too,1
1909,weve seen this pattern before havent we whenever the,0
444,oh right before I forget I wanted to ask you if maybe,0
1271,should we wait for the other no everyone confirmed their availability,1
124,If you could just weight over their until the,0
1143,"I'm sorry, could you actually amend that train reservation for 2 people instead? Also, I will need the postcode for Milton Country Park we talked about earlier",1
1013,Did you see my message? My Teams message about the outage,1
1238,Is that postcode correct for,0
638,that sounds really good where is it,1
1964,only on weekends,1
1898,The security audit looks promising doesnt it however there's,0
1477,the main reason I wanted to discuss excuse me but because yesterday when,0
1653,"Yes, I also need to book a train for Monday. Can you help me with that",1
845,she kept saying por favor listen to me while trying to,0
1131,"The installation guide is missing, missing from my delivery package",1
0,leaving from Stevenage on,0
673,mhm okay and then you mentioned something bout,0
445,I was wondering if it would be possible to find out more about the availability of rooms at both hotels for a three-night stay starting on,0
903,the new software update the mandatory update needs to be installed today,1
686,okay okay so let me see if i got this part where,0
594,dunno if ya heard what they was sayin bout the,0
912,Im trying to remember his name his name from the sales,0
28,yes provided that everyone agrees to,0
136,"That's too late. I need something that arrives by 8:00, please",1
1396,"The study guide doesn't mention-- hold on, it's in the appendix section",1
1637,When planning the summer vacation we should consider whether,0
1052,I need one leaving after 17:00,1
538,"Actually, for 4, please",1
908,booking that train for 3 people and,0
916,Is that in the west area. I really would like to be in the west,1
1558,the weather forecast shows that next week ... will be perfect for our outdoor event,1
647,Make it for 11:15,1
1338,Is the system back up? Can you make that booking I asked for,1
999,"I'm updating my status, my project status for the March report",1
205,oh my my gosh the party was was so amazing and then we we all just,0
1209,the client requested some changes to the i think we need to consider,0
789,My mum keeps saying arey beta clean your room it's looking gandi,1
697,in the middle of,0
613,I'd need to arrive by 15:45 please,1
1244,the client feedback suggests that we might need to unless we,0
1096,"I need to adjust my prompting, my prompt engineering technique here",1
733,East part of,0
1520,my grandmother taught me how to make this recipe ... when i was just starting high school,1
1915,youve heard about the merger havent you because apparently,0
785,My tita always says anak you need to eat more kain tayo,1
824,Could you please get me the phone number,1
1153,we should probably wait until no lets proceed with the deployment right now,1
152,wow this new recipe turned out absolutely wonderful,1
605,gimme a sec while i try to member what the,0
1089,"I'm testing your consistency, testing your response patterns specifically",1
1353,Should we try to reconnect with the old group or maybe we could,0
1968,while they were,0
1834,I'm looking for a 4-star guesthouse that has,0
1325,They wanted to know if we could possibly-- but then the whole thing,0
738,"Mmhm, that's precisely why I suggested the changes",1
240,"The, um, the sunset tonight is just, just breathtaking, I can't look away",1
490,Hey wait - that's exactly what I was trying to explain yesterday,1
1168,the system keeps showing these i managed to resolve the connection errors,1
1708,Let me check... Uhmm,0
1044,Do you have any vegetarian options? Strictly vegetarian options on the menu,1
1937,Are there any with free wifi available,1
20,"Actually, I know I said *after* we finish at the restaurant, but it turns out I need the",0
1260,they asked about the status of i sent the progress report this morning,1
211,Let me see... no that's all I need. Thanks. Bye,1
850,"I just need to know the how many stars it has, the phone number there, and if they have WiFi",1
297,"I need to send this email to Mark- no, wait, to Mary from accounting",1
352,"The database backup runs at midnight- sorry, 1 AM EST daily",1
1303,Can you find a train going to Cambridge that leaves after 19:45,1
1283,"Could we review the-- actually, I see you've marked it as urgent",1
674,right right and then what happened with the whole,0
164,the service at this restaurant was horrible and the food was inedible,1
1354,Is the restaurant open at,0
1053,The way you're processing my input processing my questions seems different than,0
624,no this approach will not work with our existing infrastructure,1
370,"Install version 2.1- hold on, version 2.1.2 specifically",1
374,oh wow this recipe turned out exactly like my grandmothers used to make,1
1210,wrapping up here goodbye meeting was productive,1
1695,The user feedback indicates that the interface might be too,0
676,Price doesn't matter. I would like to book a table for 7 people at 13:00 on Sunday,1
580,tryna figure out how to work this new phone system,1
1803,these new headphones sound amazing right,1
1215,the team suggested we should i spoke with leadership and got their approval,1
876,mmmph need to stop staying up so late watching shows,1
939,the coffee machine is broken the one is broken on the third floor,1
1110,The system locked me out - locked me out after three attempts,1
1494,analyzing customer feedback shows those numbers are wrong through the,0
867,sigh finally managed to finish all that paperwork today,1
726,okay yeah yeah that explains the email from earlier,1
1727,Something in the South part of town would be great. Any cuisine is fine,1
745,yes please I would love to join the project team,1
578,"Yeah, I need a reservation for 4 people on saturday at 12:30 please",1
693,oh right right and then the part where they were,0
21,"No, I need 17:15 on Monday. Perhaps a different",0
1280,"I was about to send the report, but-- oh, Alex already submitted it",1
650,oh yeah yeah that makes perfect sense now that you explain it,1
1198,leaving Stansted airport on Tuesday and trying to figure out the train to,0
642,Hi! Would you please help me find a hotel to stay at,1
1424,"Did anyone record the score from-- yeah, we won 3-2 in overtime",1
1826,"The team's performance has improved significantly since January, hasn't it",1
1308,Would it be possible to-- I see you've already granted the access rights,1
1192,could you possibly look at the oh i notice youve fixed the formatting issues,1
573,yknow i wasnt gonna say nuthin but that movie was terrible,1
1021,Can you review my commits? My commits from last night's hotfix,1
1427,I started warming up but then my shoulder kind of,0
731,"Oh right, so if I'm understanding correctly about what happened",0
69,I will be traveling to sidney sussex college and then somehow,0
571,dat new burger place downtown is prolly the best one yet,1
268,"sis really came through with that bug fix, we love to see it periodt",1
125,Please weight hear while the system processes your request,1
1633,What are the travel times for those trains,1
254,keep tellin yall bout how these folks be movin so shady and like,0
545,The ceremony starts at half past two in the afternoon,1
781,He was like szkoda że nie przyszłaś and I just stood there confused,1
1868,We discussed this in the meeting didnt we before everything,0
1186,im trying to understand why the system keeps i mean if we could just,0
1895,"They're planning to merge these branches soon, aren't they",1
410,ugh honestly the traffic today made me arrive thirty minutes late to work,1
688,right got it so thats how were supposed to handle it,1
525,I think it varies sometimes,1
153,these cookies taste so incredible and the chocolate is just so,0
1383,I started writing a message to my childhood friend but i wasnt sure if,0
966,Could you find a hotel that is near the,0
1202,the client wants us to maybe we should implement the new features now,1
424,hmm let me see if I can remember what she said about the,0
1128,Let me think about those options because I'm not sure if there's something that can,0
670,oh right right now i understand the whole situation,1
203,the um the customer service was was just terrible they they never helped me at all,1
911,I think we discussed this last week we definitely discussed this in the team meeting,1
1160,could you please tell me what do you when is the project deadline for the marketing campaign,1
160,this weather has destroyed all our plans and ruined the entire weekend,1
1500,our marketing strategy should focus we already tried whenever the target audience,0
694,Hello! I'm looking for some entertainment in the centre please,1
887,grunt hnng this box is way heavier than it looks,1
1843,"This new software is much easier to use, wouldn't you agree",1
1768,in terms of the deployment schedule isnt there a chance that,0
1961,from the grocery store,1
1296,"I'm not sure if we should-- looking at the data, it's clearly working well",1
1428,The referee was about to call the play when suddenly,0
1587,Building 342 requires maintenance on the 3rd floor,1
271,ngl this new feature got me stressed cause the test coverage is looking,0
659,woulda been nice if somebody told me bout,0
1781,that concert was worth every penny wasnt it,1
1218,i wasnt sure about the deadline but i checked and its due next friday,1
665,"No, can you recommend your favorite one",1
78,"well, if the pasta is, um, too expensive then i guess",0
1830,"Yes, everything has been great so far",1
1498,considering the economic implications hold on a minute since the financial,0
753,"Mhm, okay, I see why everyone voted for that option",1
66,I'd like to leave after 15:15,1
405,ell like if you consider what happened last time with the,0
1531,the local farmers market opens ... every saturday morning at sunrise,1
215,that that movie was was absolutely um absolutely incredible i cant stop thinking about it,1
930,Im looking for that email that email where they mentioned,0
1502,the quantum computing research suggests no youre wrong when we consider the,0
1886,This feature was working yesterday wasnt it until someone,0
1592,before making the final decision we should ... because theres always,0
1583,I paid $429.99 for the deluxe gaming package,1
1611,Can you check why patient #4582 missed their,0
163,winning this award means everything to me and I feel truly blessed,1
147,well basically everyone agreed to meet at the coffee shop tomorrow morning,1
1716,The performance optimization reduced load times by forty percent,1
1371,"Do we need to include citations for-- yes, five sources minimum per guidelines",1
1184,the customer asked about delivery but i checked and their order shipped yesterday,1
685,okay yeah yeah that explains the email from earlier,1
1906,No. Just give me your best recommendation,1
1406,I thought maybe we could form a study group but then,0
71,I have no preference. can i please have the address and phone number of one of them,1
1514,Getting out of cambridge for awhile going to stansted airport and would like to leave anytime after 12:30 please,1
661,ahh right now i remember what happened at the meeting,1
1642,The local food bank needs volunteers for their Wednesday distribution,1
1813,"The holiday party venue looks absolutely stunning, doesn't it",1
1709,It could be starting at 1:30 though I'm,0
1239,could you help me understand why the metrics are kind of like,0
57,Could you give me their address and phone please,1
1091,My device isn't connecting isn't connecting to the network after I tried to,0
1850,"She's taken over the project management role, hasn't she",1
936,I heard they hired someone new someone new for the marketing team,1
316,"The total comes to twenty- sorry, twenty-five dollars and fifty cents",1
193,my flight got delayed for hours yet i met someone who became my best business partner during the wait,1
1006,Have you tested the API? The new API endpoints we deployed,1
1561,the way the new software handles the ... unless im not seeing,0
671,mhm exactly thats what i thought about the new design,1
978,theyre asking about the budget the budget for the new,0
1085,The activation code the activation code you sent me doesn't seem to,0
654,mmkay yeah we definitely need to update the schedule then,1
1644,not sure about Saturday,1
1346,I wanted to tell them about the time we all went to that place where,0
366,going to Cambridge and then probably taking the train that arrives around,0
373,The testing environment keeps showing this weird uh whenever we try to,0
565,shoulda seen how many people showed up at the party,1
1034,Could you modify the salad? The Caesar salad without anchovies,1
1576,the strategic plan needs more focus on ... or at least thats what i,0
1620,"Please transfer $2,500 to account ending in 4721",1
90,I'm looking for a train departing from cambridge on wednesday,1
755,"Yeah yeah, that's exactly how it should be done",1
1150,do you think we should maybe i saw that you already updated the documentation yesterday,1
31,Book a table for 1 on friday at 19:45 please. I'll need to have the reference number,1
1609,goodbye team will send the updates via email,1
15,Sounds great! Can you set up a reservation,1
729,What time will driver,0
997,"The cloud deployment, the AWS deployment just finished successfully",1
1930,you must be tired after that long flight arent you,1
491,"Oh my word, this spicy curry is making my eyes water so much",1
81,Customer ID 78901 requesting,0
1245,"I also need a restaurant, preferably one that serves portuguese food and is the same price point as my hotel",1
780,The way she just said ciao bella and dipped was so extra,1
1027,The deployment failed the deployment that was supposed to,0
998,We need to discuss the budget the budget for that new project that,0
502,"Gosh darn it, I knew I should have backed up those files earlier",1
1786,"I'm a beginner with no experience, but I'm",0
504,"Ahh, nothing beats a hot cup of coffee on a cold morning",1
757,considering the noodle bar menu and wondering if,0
1405,"We were supposed to meet in-- right, Room 204 is our new location",1
1747,The client requested several changes to the interface including,0
1791,that meeting ran way longer than expected didnt it,1
1076,"I need to understand your parameters, your SPECIFIC parameters for this task",1
83,I will be departing from Avalon,1
465,Aha! Now I finally understand why the code wasn't working properly,1
95,Could you reserve us a room at the University Arms then? There are 3 of us and we'll arrive on Friday,1
1516,renewable energy implementation we should discuss before the infrastructure,0
1565,the customer feedback suggests that we might need to ... although im not certain that,0
1978,so anyway I,0
702,mm yeah yeah that explains why everyone was upset,1
196,the renovation project went over budget but seeing my parents smile in their new kitchen was priceless,1
662,uh huh right so if i understand correctly about the,0
871,ugh these meetings keep getting longer and longer,1
126,Did you here about the knew policy for parking passes,1
278,could you hand me the blue folder no the red one actually the green one on top of the cabinet,1
536,Betcha didn't expect to see me here today didja,1
1130,Have you processed my return? My return from Invoice #2025-0310,1
1829,"The traffic gets worse every year during tourist season, doesn't it",1
1307,"Okay, just let me get a reference number when you book it",1
568,dunno why they keep changin the schedule like dat,1
89,Account balance under $50 should be considered as,0
862,the sensei was explaining about how we should focus on the,0
1436,Should we warm up before the-- Coach posted the routine on the board,1
263,lowkey vibin with the whole setup but something bout it just makes me,0
1289,"Could you possibly check if-- perfect, the backup completed at 07:00 UTC",1
746,"Ok great, that is everything I needed to know. Thank you for your help",1
1975,maybe later if,0
724,right got it so thats how were supposed to handle it,1
1881,"The documentation needs updating, doesn't it",1
548,Whatchu think bout maybe we could,0
77,"well i’d leave a bigger tip, but it depends on um",0
1507,the conference room should be available ... right after the marketing team finishes their meeting,1
899,the document should be in the shared folder in the shared um,0
1820,"They're planning to renovate the entire office space, aren't they",1
1842,gonna head out bye just need to know if,0
1556,and the train code is 2A something right,1
879,huff phew that was such an intense workout session,1
22,yeah i want to book that hotel too. for the same group of people,1
1714,All development environments have been updated to the latest version,1
784,He started speaking and was like donc if you consider how,0
1122,The promotional code isn't working - the SPRING25 code on your website,1
1800,he couldnt have driven all that way by himself could he,1
1688,The latest build is showing some unexpected behavior in the,0
872,the Lensfield hotel's parking situation is kinda um,0
556,Dat new coffee place makes the best cappuccino,1
1696,The spring festival committee needs volunteers for next month's event,1
1755,The customer feedback survey revealed some interesting insights,1
552,S'posed to rain later but I dunno for sure,1
958,I meant train. I need a train ticket for monday,1
329,"The client's name is Thompson- sorry, Thomson with no 'p",1
1449,My teammate was showing me how to properly,0
1054,I need to figure out the schedule the schedule for next,0
106,"Any is fine, as long as it has free parking",1
122,I would like to stay in the north but can you try in the moderate price range and see if any are available,1
812,The way she just came in saying hola to everyone and then,0
1725,My kids are wanting to swim. What are the options in that area of town,1
407,oh boy this new video game is absolutely everything I hoped it would be,1
1072,Could you check if there's dairy? If there's ANY dairy in the sauce,1
1794,looking for a guesthouse with free wifi and somehow that's gonna be,0
1400,Did someone already submit the-- I can confirm it went through at 07:20,1
142,yes can you please. thank you,1
1636,"I need a cheap place to stay, what would you recommend",1
963,hmm do you mind if I borrow your charger for a few minutes,1
432,leaving Cambridge and arriving at Bishops Stortford on Wednesday around hmm,0
625,sposed to explain why the whole thing with the,0
1686,I've been working on implementing the new feature but there's an issue with,0
771,"Uh-huh, so when you were explaining that part about",0
1584,"Our team reached 1,000 subscribers yesterday",1
713,Thank you. I'm also looking for a hotel in the north with a star of 4,1
1347,"I wasn't sure if anyone would-- look, everyone RSVP'd for the reunion",1
1467,our survey indicates that most users but what about prefer the simplified interface design,1
972,Can you believe the deadline? The IMPOSSIBLE deadline they gave us,1
1014,"Great, thank you",1
1322,We were in the middle of the UTC conversion when suddenly it just,0
1657,no stars would work for me,1
836,Bro deadass said annyeonghaseyo to the Chinese restaurant owner,1
1154,the main issue seems to be that hold on the server capacity reached its limit at peak hours,1
396,phew finally I managed to finish that huge project before the deadline,1
1712,I would like something in the moderate price range and prefer a guesthouse,1
43,how about one that is in the expensive price range,1
1569,when you think about the long term implications of ... and how that could,0
506,"Whew, finally finished organizing my entire closet after six hours",1
1585,The temperature dropped to -15°C this morning at 6:00 AM,1
1324,"Have you noticed that the-- oh, you've already optimized the workflow",1
1549,the renewable energy initiative saved ... more than we initially projected,1
1854,I'm trying to find someplace to visit in town,1
113,I'm also looking for colleges in the south. Can you help me with that,1
788,Do they have tables available,1
1270,We were discussing the deployment schedule but then something about the,0
361,You'll find it in the docs- I mean the wiki section instead,1
425,I was thinking about the acorn guest house and wondering if it would be available for,0
675,"I purchased 12 tickets for the concert on April 15th, 2025",1
863,I am just looking for information. What kind of hotel? Hotel or guest house,1
1062,I'm trying to understand your limitations your limitations when it comes to,0
1480,I was thinking about what you said [thats not what I meant] regarding the project,0
829,the guy deadass said buenos dias in a chinese shop wallahi,1
44,"I am also looking for an attraction, some type of boat",1
49,Can you please check again? lan hong house,1
1217,wow this is exactly what I was hoping we would achieve,1
955,I really want that book that new book by Margaret Atwood,1
779,"Ah yes, yes, that's exactly what I was trying to remember",1
1707,"Thank you, what's the post code",1
1242,"Thanks! I'm also looking for an expensive, 2-star place to stay in the north. Do you have anything like that",1
1211,have you noticed how the dashboard is showing these weird i mean its like,0
1415,We need to confirm if the soccer-- Joseph already booked the field for us,1
1645,Before starting the renovation we need to consider the,0
1900,"We'll definitely need more developers for this sprint, won't we",1
1398,My classmate tried explaining the homework but something about,0
1263,im not entirely convinced that the current approach is you know how,0
1384,What are the theatres options,1
209,Thank you for the help,1
200,i i really love how this new phone is is so much better than my old one it works perfectly,1
128,Could you tell me wear the new,0
1693,We should schedule the deployment for after business hours,1
1612,"The new server can handle 10,000 requests per second",1
1666,The cherry blossom festival committee finalized all event locations,1
1088,trying to find a train from cambridge that arrives at london around,0
1377,"I need to submit my homework by-- oh, I see the deadline's extended to March 15th",1
1292,We need to discuss the budget for-- I see the numbers were finalized yesterday,1
1877,"We should probably start the deployment now, shouldn't we",1
1856,"They've completely redesigned the website interface, haven't they",1
815,I think around 20 p,0
382,um so like when I was thinking about maybe going to the,0
72,Yes. For one person for 5 nights starting from thursday,1
1767,I need 3 of them,1
1320,"The database was showing some-- excellent, the maintenance fixed everything",1
1158,i really dont think that the actually the new design looks much better than what we had before,1
239,"So I-I was in the middle of presenting when suddenly the, the",0
804,AYo fam that party was straight fire ngl wallahi it was the best one yet,1
1139,Can you escalate this ticket? This URGENT ticket from yesterday,1
859,Need to check availability for that time and,0
1634,and the cherry Hinton hall hours are,0
653,ah yeah i get it now the reports need to be done differently,1
1510,I would like to arrive by 15:00 in Cambridge,1
498,Gotta get up early tomorra for that dentist 'pointment,1
893,booking the Ashley Hotel for um,0
855,"No, I need a train from Cambridge to petersborough on Thursday",1
335,"Great, thanks for your help",1
454,ooh nice these new headphones sound way better than my old ones,1
666,uh huh got it so thats what the boss was talkin bout,1
1582,Can you help me find order #A897654 from last week,1
1610,please schedule for march twenty,0
143,honestly the blue shirt looks much better than the red one,1
1990,about three hours ago,1
156,I cant believe they would do something this awful and just,0
1170,have you seen the latest i just uploaded the final version to the shared drive,1
527,I was finna tell ya bout what happened when,0
1526,the scientific study concluded ... with groundbreaking results about climate change,1
701,yeah yeah so if im following correctly about the,0
1987,in the top drawer,1
1941,we really nailed that presentation didnt we,1
1864,This should work in production shouldnt it although I'm worried that,0
29,we need to address those comments from the last code review that maybe,0
1254,i think we need to review the wait i see latishab already approved the changes,1
1376,"I thought the presentation was-- ah, Latisha's handling the slides today",1
287,im going to wear my black uh my navy blue suit to the conference tomorrow,1
1758,The quarterly report shows a fifteen percent increase in sales,1
996,I'm looking for those files those important files from the meeting where,0
1808,"Well, the reason I came here is because",0
995,She mentioned something about the report the quarterly report that was supposed to,0
1101,I'm curious about your knowledge cutoff - your training cutoff date specifically,1
16,"Well, it depends on what you mean by",0
600,prolly shoulda mentioned earlier when they said,0
1395,"Ok, how about an Italian restaurant",1
1537,i would love that one,1
861,Where can we eat,1
961,the client mentioned something about the timeline the timeline for,0
529,No thank you. That is great,1
1419,The coach was explaining the new strategy but then,0
1213,they mentioned something about the budget constraints and how we might,0
1896,"You've backed up the database already, haven't you",1
92,The train should depart from cambridge and should go to kings lynn,1
722,okay yeah yeah and then what happened after the,0
8,"No, but how about attractions in the same area as the restaurant",1
1594,Serial number XJ2897654 has been verified and approved,1
337,The deployment process should probably um let me check the,0
1206,were trying to figure out how to the new process is now fully documented,1
1876,"The client will be happy with these changes, won't they",1
1860,We could optimize this function couldnt we if we just consider,0
1819,Gallery at Twelve has a phone number that,0
1732,Before we can proceed with the deployment we need to verify if the,0
486,sunday please,1
1364,searching for hotels in,0
1212,we should probably review the entire well the thing is when you look at,0
1796,youre going to wear the blue dress to the party arent you,1
216,yes for the weekend,1
690,thank you. that is all for today,1
357,"Yes, please make reservations for 5 people at 16:45 on Monday",1
1104,The automatic renewal the automatic renewal that was supposed to happen,0
1828,oh I totally hate it when people just randomly show up and start asking for things without any,0
306,"The new office is on Park- no, Madison Avenue, right by the subway",1
1140,"I'm having issues with billing, with my MARCH billing statement specifically",1
652,mhm okay so thats why the system kept crashin yesterday,1
427,actually I already submitted the homework assignment yesterday,1
1908,the temperature dropped quite a bit didnt it,1
111,I need the schedule of the the Train going to Ely on Tuesday,1
315,The client asked for something like um maybe we should I mean,0
380,Is the table actually,0
1929,he usually brings his lunch doesnt he except when,0
509,"Whoa hold up, what were you saying about the new",0
430,considering the time and thinking about arriving by,0
172,That is all for now. Thank you for your help,1
619,"I need a new phone case, something durable",1
52,Can you check for a type of architecture in the centre area please,1
318,"My flight leaves at 7- um, actually 7:30 AM tomorrow morning",1
456,ah well I suppose we should start planning for the holiday party,1
233,"When-when I tried to explain the situation to my boss, he just",0
853,Sounds great. Please make a booking,1
1368,"Could someone help me with the-- thanks, I found the solution in chapter four",1
1517,Yes I would also like a taxi to commute between the two places,1
1366,I started writing the essay introduction but then realized that maybe,0
1649,I am looking for a swimming pool to visit on the north side of town. Can you help me with that,1
110,I think it's,0
452,huh you know what really makes me confused is when the,0
1748,that is it for today thank you for asking,1
542,Was boutta say somethin important bout the,0
535,Jeet yet? I'm starvin and wanna grab some lunch,1
1481,the client requested that we [wait hold on] before we implement the,0
1984,like I was saying,0
1890,The tests are passing now arent they but I'm,0
412,No but I need a hotel,1
683,mmhm thats exactly what i needed to know bout the update,1
1885,They've updated their requirements havent they which means,0
273,"fam, these code reviews from @alexb hit different frfr",1
776,"Ah gotcha, and when they were discussing the way that",0
842,and the prices are,0
682,hmm yeah and then you were saying something about,0
1251,i want to find a hospital in town,1
402,mm yeah so I was thinking about maybe trying to figure out how,0
786,I deadass thought ai yaa this cannot be happening right now,1
1265,have you seen what happens when the server tries to well it just,0
858,"Hi, what are some fun attractions in west Cambridge",1
918,"Your investment of $5,000.00 has generated a 12% return over the past three months",1
276,Lowkey tired of how the staging environment keeps acting up whenever we,0
1625,I also need a taxi to get me there and back,1
1482,the environmental impact study shows thats not accurate significant improvements in air quality,1
232,"Oh my gosh, this-this cake is just, just incredibly delicious",1
512,Whaddya think about the new restaurant downtown,1
761,considering colleges in the north like um maybe looking at,0
63,I need the place to be in the east part of town,1
1650,While organizing my closet I found that vintage dress from,0
390,mm well I was wondering if perhaps we could,0
1315,"I was wondering if anyone had-- great, you've already updated the wiki",1
1874,"These requirements weren't in the original scope, were they",1
510,"Gosh, it's like every time I try to organize my thoughts about",0
888,well if you think about what happened with the,0
1455,During the halftime break everyone started talking about,0
292,im trying to remember who was supposed to uh which team member was i mean the person who,0
224,"If 16:30 is available, I'll need the reference number, too, please",1
1264,I don't mind cheap as long as it's still reasonably nice,1
1207,im trying to understand why the system keeps i mean if we could just,0
1146,"Sure, lets try that instead",1
801,Hey amiga can you tell me donde está la nueva cafetería everyone's talking about,1
837,the professor said tres bien and everyone started laughing,1
1817,"We should have ordered more supplies last week, shouldn't we",1
1392,The class discussion was going well until someone mentioned,0
159,the way the team came together and supported each other was really,0
24,Could I have the post code,1
1591,the report indicates several areas where ... although we havent fully,0
1119,Where's my tracking information? My shipping tracking from last Friday,1
749,"Mmkay, so if I'm following what you're saying about the",0
1718,"Actually I am don't need to book a room just yet but can you provide the phone number, postcode, and address",1
1501,renewable energy sources will thats debatable become more cost effective over time,1
588,Is there somewhere more central that can be,0
1593,the system architecture seems to be ... unless someone can,0
1571,our team managed to solve the problem ... by approaching it from a different angle,1
1821,"The client feedback was quite positive this time around, wasn't it",1
346,"The bug affects Chrome- wait, Firefox and Chrome browsers",1
629,dunno why my phone keeps actin up when i try texting,1
1726,"The solar panels generate approximately 4,500 kilowatts of energy during peak summer hours",1
574,finna get my homework done fore my mama gets home,1
1458,The league officials were saying something about how,0
1442,"It might. Can you please tell me the entrance fee, address, and phone number of All Saints Church",1
1204,they were saying something about how the deployment might affect the,0
1360,"The group meeting was supposed to-- perfect, 07:30 UTC works for everyone",1
820,mans be like habibi trust me then ghost you the next day,1
258,Was thinking about walking to museum instead of taking,0
917,Thank you. I am also looking for places to go in the same area as the restaurant,1
1024,Who's monitoring the alerts? The priority alerts this morning,1
1742,"Cheap, it needs free parking also",1
970,Have you tried the new café? The café next to Building B,1
1276,could you possibly check if the i verified the data integrity its all good,1
1940,the client preferred the first design didnt they although now,0
1783,No it's kind of,0
1497,the architectural plans include we should revise space for community gatherings and events,1
1887,You're familiar with the codebase arent you because I need,0
1934,the movie starts at seven oclock right,1
672,yeah yeah okay that clears up the confusion bout timing,1
712,mhm exactly thats what i thought about the new design,1
1404,"Can anyone explain how the-- thanks, the TA just posted a video tutorial",1
1997,to the kitchen,1
1178,i started working on the presentation but then i realized that maybe we should,0
508,"Ah man, if only I had known earlier about the way that",0
1488,the solution might be to actually I disagree and then we could try to,0
1387,I was reading through the textbook when suddenly the whole,0
1897,"The new UI looks much cleaner now, doesn't it",1
327,The documentation shows that we need to- um hold on let me just,0
1816,"The new project management software is more user-friendly, don't you think",1
1111,I need to speak with a supervisor a supervisor who can help me with this,0
379,ah hold on I just remembered I left my keys in the kitchen drawer,1
946,the wifi keeps dropping it keeps dropping whenever Im in the conference room,1
1339,"Do you remember when we used to-- actually, we're meeting for coffee next week",1
522,"Maybe Mexico, I've heard Cancun is nice but I'm also thinking",0
848,"There will be 6 of us. 16:15, if possible",1
1001,Can you check my permissions? My repository permissions on GitHub,1
1031,I need access to the VPN the VPN that we use for,0
1189,thank you but Im still not sure about the,0
1605,The warranty for product ID 789-XY expires in 30 days,1
247,aint nobody got time for them meetings when theyre runnin behind schedule like that,1
99,have they mentioned anything about when the new system will,0
1713,We need to archive the old project files from the 2024 releases,1
408,hmm well based on these test results we should adjust the medication dosage,1
1603,Temperature reading shows 23.5 celcius for today,1
497,"Oh shoot, I completely forgot to mention that thing about",0
593,lemme try first,1
1801,about that email from marketing isnt it kind of,0
1980,behind the couch,1
459,Am hospital in town that should have the children's oncology and haematology department,1
1337,Have you noticed how some friendships just kind of when you least,0
1342,"I wanted to tell you about my-- wow, I see you've already met James at the party",1
1705,The downtown renovation project will be completed by August 2025,1
744,"Yeah yeah, so when they started explaining about the whole",0
1673,The new farmers market on Oak Street opens every Wednesday morning,1
1036,"Yes, I would like to book for 3 people",1
1774,with respect to the latest updates shouldnt someone,0
1409,Is it more of,0
222,about the wandlebury country park phone number and wondering if it's always,0
806,Let me find that information first,1
827,i told him yamete kudasai but he kept talking and talking,1
76,"Yes book a table, thank you",1
103,GPS distance showing 234 miles from destination but route,0
495,"Mmm, this has to be the best chocolate cake I've ever tasted",1
505,"Oh right, we need to pick up Sarah from the airport at 3 PM",1
167,dealing with this customer service representative is making me so,0
1831,"The marketing team suggested a new approach, didn't they, where",0
1433,"The game stats from last-- hold on, they're displaying on the scoreboard",1
577,gimme a minute while i finish cleanin this mess up,1
1040,The CI pipeline is stuck is stuck at the stage where,0
1952,the weather is really nice today isnt it,1
1157,she wanted to know if we the client approved all the proposed changes yesterday afternoon,1
